id,"text,image",sentiment
3144,"neutral,neutral",neutral
3145,"positive,positive",positive
3146,"neutral,positive",positive
3147,"neutral,positive",positive
3148,"positive,positive",positive
3149,"positive,positive",positive
3150,"positive,positive",positive
3151,"negative,positive",negative
3152,"negative,positive",negative
3153,"neutral,positive",positive
3154,"neutral,negative",negative
3155,"positive,positive",positive
3156,"positive,positive",positive
3157,"neutral,positive",positive
3158,"positive,negative",positive
3159,"neutral,positive",positive
3160,"positive,positive",positive
3161,"negative,negative",negative
3162,"negative,positive",negative
3163,"negative,positive",negative
3164,"neutral,positive",positive
3165,"negative,neutral",negative
3166,"neutral,neutral",neutral
3167,"negative,positive",negative
3168,"positive,positive",positive
3169,"neutral,positive",positive
3170,"negative,positive",negative
3171,"negative,negative",negative
3172,"negative,negative",negative
3173,"negative,negative",negative
3174,"negative,negative",negative
3175,"negative,positive",negative
3176,"neutral,negative",negative
3177,"negative,negative",negative
3178,"positive,positive",positive
3179,"negative,negative",negative
3180,"negative,neutral",negative
3181,"positive,positive",positive
3182,"positive,positive",positive
3183,"neutral,positive",positive
3184,"neutral,negative",negative
3185,"positive,positive",positive
3186,"neutral,negative",negative
3187,"positive,positive",positive
3188,"neutral,positive",positive
3189,"neutral,negative",negative
3190,"neutral,negative",negative
3191,"neutral,positive",positive
3192,"neutral,neutral",neutral
3193,"neutral,negative",negative
3194,"negative,negative",negative
3195,"negative,negative",negative
3196,"negative,negative",negative
3197,"positive,positive",positive
3198,"positive,positive",positive
3199,"positive,neutral",positive
3200,"positive,positive",positive
3201,"positive,positive",positive
3202,"neutral,positive",positive
3203,"neutral,negative",negative
3204,"negative,negative",negative
3205,"neutral,positive",positive
3206,"negative,positive",negative
3207,"negative,neutral",negative
3208,"negative,positive",negative
3209,"negative,positive",negative
3210,"negative,negative",negative
3211,"negative,negative",negative
3212,"negative,negative",negative
3213,"positive,neutral",positive
3214,"positive,positive",positive
3215,"neutral,negative",negative
3216,"positive,positive",positive
3217,"positive,neutral",positive
3218,"negative,positive",negative
3219,"neutral,neutral",neutral
3220,"positive,neutral",positive
3221,"neutral,negative",negative
3222,"neutral,neutral",neutral
3223,"negative,negative",negative
3224,"neutral,positive",positive
3225,"positive,positive",positive
3226,"positive,positive",positive
3227,"positive,positive",positive
3228,"positive,positive",positive
3229,"positive,positive",positive
3230,"positive,positive",positive
3231,"positive,positive",positive
3232,"neutral,neutral",neutral
3233,"negative,positive",negative
3234,"neutral,positive",positive
3235,"positive,neutral",positive
3236,"negative,neutral",negative
3237,"neutral,positive",positive
3238,"negative,negative",negative
3239,"neutral,positive",positive
3240,"negative,negative",negative
3241,"negative,negative",negative
3242,"neutral,positive",positive
3243,"neutral,positive",positive
3244,"positive,positive",positive
3245,"positive,positive",positive
3246,"neutral,negative",negative
3247,"neutral,positive",positive
3248,"neutral,positive",positive
3249,"neutral,negative",negative
3250,"neutral,positive",positive
3251,"positive,positive",positive
3252,"positive,positive",positive
3253,"neutral,positive",positive
3254,"neutral,negative",negative
3255,"positive,positive",positive
3256,"positive,neutral",positive
3257,"negative,negative",negative
3258,"positive,positive",positive
3259,"negative,negative",negative
3260,"neutral,positive",positive
3261,"positive,neutral",positive
3262,"positive,positive",positive
3263,"negative,negative",negative
3264,"positive,positive",positive
3265,"positive,positive",positive
3266,"negative,negative",negative
3267,"negative,negative",negative
3268,"positive,positive",positive
3269,"neutral,negative",negative
3270,"negative,neutral",negative
3271,"neutral,negative",negative
3272,"negative,neutral",negative
3273,"positive,positive",positive
3274,"positive,positive",positive
3275,"negative,positive",negative
3276,"positive,positive",positive
3277,"negative,negative",negative
3278,"neutral,neutral",neutral
3279,"negative,negative",negative
3280,"positive,positive",positive
3281,"neutral,positive",positive
3282,"neutral,positive",positive
3283,"positive,positive",positive
3284,"neutral,neutral",neutral
3285,"neutral,positive",positive
3286,"neutral,positive",positive
3287,"neutral,positive",positive
3288,"neutral,neutral",neutral
3289,"negative,negative",negative
3290,"positive,neutral",positive
3291,"negative,negative",negative
3292,"neutral,neutral",neutral
3293,"neutral,negative",negative
3294,"negative,negative",negative
3295,"positive,positive",positive
3296,"positive,positive",positive
3297,"negative,positive",negative
3298,"negative,neutral",negative
3299,"negative,neutral",negative
3300,"negative,negative",negative
3301,"negative,neutral",negative
3302,"negative,negative",negative
3303,"positive,neutral",positive
3304,"negative,negative",negative
3305,"negative,negative",negative
3306,"negative,negative",negative
3307,"positive,positive",positive
3308,"neutral,negative",negative
3309,"negative,negative",negative
3310,"negative,negative",negative
3311,"negative,positive",negative
3312,"neutral,negative",negative
3313,"neutral,positive",positive
3314,"negative,positive",negative
3315,"positive,neutral",positive
3316,"positive,positive",positive
3317,"negative,neutral",negative
3318,"negative,negative",negative
3319,"negative,positive",negative
3320,"negative,positive",negative
3321,"negative,positive",negative
3322,"negative,positive",negative
3323,"neutral,negative",negative
3324,"negative,neutral",negative
3325,"positive,positive",positive
3326,"positive,negative",positive
3327,"neutral,positive",positive
3328,"positive,positive",positive
3329,"neutral,positive",positive
3330,"negative,negative",negative
3331,"positive,positive",positive
3332,"neutral,neutral",neutral
3333,"negative,positive",negative
3334,"negative,positive",negative
3335,"neutral,positive",positive
3336,"negative,negative",negative
3337,"positive,positive",positive
3338,"negative,negative",negative
3339,"positive,negative",positive
3340,"negative,neutral",negative
3341,"positive,positive",positive
3342,"positive,positive",positive
3343,"positive,positive",positive
3344,"positive,positive",positive
3345,"positive,positive",positive
3346,"neutral,neutral",neutral
3347,"positive,positive",positive
3348,"positive,positive",positive
3349,"positive,positive",positive
3350,"positive,positive",positive
3351,"positive,neutral",positive
3352,"positive,positive",positive
3353,"positive,positive",positive
3354,"neutral,neutral",neutral
3355,"positive,positive",positive
3356,"neutral,positive",positive
3357,"neutral,neutral",neutral
3358,"positive,positive",positive
3359,"neutral,positive",positive
3360,"neutral,neutral",neutral
3361,"neutral,positive",positive
3362,"neutral,positive",positive
3363,"neutral,positive",positive
3364,"neutral,positive",positive
3365,"positive,positive",positive
3366,"positive,positive",positive
3367,"neutral,neutral",neutral
3368,"positive,positive",positive
3369,"positive,positive",positive
3370,"neutral,neutral",neutral
3371,"neutral,negative",negative
3372,"neutral,neutral",neutral
3373,"neutral,positive",positive
3374,"neutral,positive",positive
3375,"neutral,neutral",neutral
3376,"positive,neutral",positive
3377,"positive,positive",positive
3378,"positive,neutral",positive
3379,"neutral,positive",positive
3380,"neutral,negative",negative
3381,"positive,positive",positive
3382,"positive,positive",positive
3383,"neutral,positive",positive
3384,"negative,positive",negative
3385,"neutral,positive",positive
3386,"neutral,positive",positive
3387,"positive,positive",positive
3388,"positive,positive",positive
3389,"positive,positive",positive
3390,"neutral,positive",positive
3391,"neutral,negative",negative
3392,"neutral,positive",positive
3393,"neutral,positive",positive
3394,"positive,positive",positive
3395,"neutral,positive",positive
3396,"positive,positive",positive
3397,"neutral,positive",positive
3398,"neutral,positive",positive
3399,"neutral,negative",negative
3400,"neutral,positive",positive
3401,"positive,positive",positive
3402,"neutral,positive",positive
3403,"neutral,positive",positive
3404,"neutral,positive",positive
3405,"neutral,positive",positive
3406,"neutral,positive",positive
3407,"negative,neutral",negative
3408,"positive,positive",positive
3409,"positive,positive",positive
3410,"negative,negative",negative
3411,"negative,neutral",negative
3412,"negative,neutral",negative
3413,"neutral,positive",positive
3414,"negative,neutral",negative
3415,"positive,positive",positive
3416,"negative,neutral",negative
3417,"negative,negative",negative
3418,"negative,positive",negative
3419,"negative,negative",negative
3420,"negative,positive",negative
3421,"negative,positive",negative
3422,"negative,negative",negative
3423,"negative,negative",negative
3424,"negative,negative",negative
3425,"negative,neutral",negative
3426,"neutral,positive",positive
3427,"neutral,positive",positive
3428,"neutral,neutral",neutral
3429,"neutral,neutral",neutral
3430,"neutral,positive",positive
3431,"neutral,positive",positive
3432,"positive,positive",positive
3433,"neutral,neutral",neutral
3434,"positive,positive",positive
3435,"neutral,positive",positive
3436,"positive,positive",positive
3437,"neutral,positive",positive
3438,"neutral,positive",positive
3439,"neutral,neutral",neutral
3440,"neutral,positive",positive
3441,"neutral,positive",positive
3442,"neutral,positive",positive
3443,"neutral,neutral",neutral
3444,"neutral,positive",positive
3445,"neutral,positive",positive
3446,"positive,neutral",positive
3447,"neutral,neutral",neutral
3448,"negative,neutral",negative
3449,"negative,neutral",negative
3450,"positive,positive",positive
3451,"neutral,positive",positive
3452,"negative,positive",negative
3453,"neutral,negative",negative
3454,"neutral,positive",positive
3455,"positive,neutral",positive
3456,"neutral,neutral",neutral
3457,"positive,positive",positive
3458,"neutral,negative",negative
3459,"neutral,positive",positive
3460,"neutral,positive",positive
3461,"neutral,positive",positive
3462,"neutral,negative",negative
3463,"neutral,positive",positive
3464,"positive,positive",positive
3465,"positive,positive",positive
3466,"neutral,negative",negative
3467,"positive,positive",positive
3468,"neutral,positive",positive
3469,"neutral,neutral",neutral
3470,"positive,positive",positive
3471,"neutral,negative",negative
3472,"positive,positive",positive
3473,"negative,negative",negative
3474,"negative,neutral",negative
3475,"negative,negative",negative
3476,"positive,positive",positive
3477,"neutral,positive",positive
3478,"negative,negative",negative
3479,"negative,neutral",negative
3480,"negative,negative",negative
3481,"neutral,positive",positive
3482,"neutral,positive",positive
3483,"negative,neutral",negative
3484,"negative,negative",negative
3485,"negative,neutral",negative
3486,"negative,neutral",negative
3487,"negative,neutral",negative
3488,"negative,neutral",negative
3489,"positive,positive",positive
3490,"positive,neutral",positive
3491,"positive,positive",positive
3492,"positive,positive",positive
3493,"positive,positive",positive
3494,"positive,positive",positive
3495,"positive,positive",positive
3496,"positive,positive",positive
3497,"neutral,positive",positive
3498,"positive,neutral",positive
3499,"neutral,positive",positive
3500,"negative,negative",negative
3501,"neutral,neutral",neutral
3502,"neutral,positive",positive
3503,"positive,positive",positive
3504,"negative,negative",negative
3505,"neutral,positive",positive
3506,"positive,positive",positive
3507,"neutral,positive",positive
3508,"positive,neutral",positive
3509,"positive,positive",positive
3510,"positive,positive",positive
3511,"neutral,positive",positive
3512,"positive,neutral",positive
3513,"negative,positive",negative
3514,"negative,positive",negative
3515,"neutral,positive",positive
3516,"negative,neutral",negative
3517,"negative,neutral",negative
3518,"negative,negative",negative
3519,"negative,neutral",negative
3520,"negative,neutral",negative
3521,"negative,negative",negative
3522,"negative,neutral",negative
3523,"negative,positive",negative
3524,"negative,negative",negative
3525,"negative,positive",negative
3526,"negative,negative",negative
3527,"negative,negative",negative
3528,"negative,positive",negative
3529,"neutral,negative",negative
3530,"neutral,negative",negative
3531,"neutral,positive",positive
3532,"negative,negative",negative
3533,"negative,negative",negative
3534,"negative,negative",negative
3535,"neutral,negative",negative
3536,"neutral,positive",positive
3537,"neutral,positive",positive
3538,"positive,positive",positive
3539,"positive,neutral",positive
3540,"neutral,negative",negative
3541,"negative,neutral",negative
3542,"neutral,neutral",neutral
3543,"negative,neutral",negative
3544,"neutral,positive",positive
3545,"neutral,neutral",neutral
3546,"positive,positive",positive
3547,"positive,positive",positive
3548,"neutral,negative",negative
3549,"positive,positive",positive
3550,"neutral,positive",positive
3551,"neutral,positive",positive
3552,"positive,positive",positive
3553,"neutral,neutral",neutral
3554,"neutral,neutral",neutral
3555,"neutral,positive",positive
3556,"neutral,positive",positive
3557,"neutral,positive",positive
3558,"positive,positive",positive
3559,"positive,positive",positive
3560,"positive,positive",positive
3561,"neutral,positive",positive
3562,"positive,positive",positive
3563,"neutral,positive",positive
3564,"neutral,negative",negative
3565,"neutral,positive",positive
3566,"positive,positive",positive
3567,"positive,positive",positive
3568,"negative,positive",negative
3569,"negative,negative",negative
3570,"neutral,negative",negative
3571,"negative,negative",negative
3572,"negative,negative",negative
3573,"negative,neutral",negative
3574,"neutral,neutral",neutral
3575,"neutral,negative",negative
3576,"negative,negative",negative
3577,"negative,neutral",negative
3578,"neutral,neutral",neutral
3579,"neutral,neutral",neutral
3580,"negative,positive",negative
3581,"neutral,positive",positive
3582,"neutral,positive",positive
3583,"negative,negative",negative
3584,"positive,negative",positive
3585,"neutral,positive",positive
3586,"neutral,positive",positive
3587,"positive,neutral",positive
3588,"neutral,positive",positive
3589,"neutral,neutral",neutral
3590,"negative,positive",negative
3591,"negative,positive",negative
3592,"negative,positive",negative
3593,"positive,positive",positive
3594,"negative,negative",negative
3595,"positive,negative",positive
3596,"positive,neutral",positive
3597,"positive,positive",positive
3598,"negative,negative",negative
3599,"positive,neutral",positive
3600,"neutral,neutral",neutral
3601,"positive,positive",positive
3602,"positive,positive",positive
3603,"positive,positive",positive
3604,"positive,positive",positive
3605,"positive,positive",positive
3606,"negative,positive",negative
3607,"positive,neutral",positive
3608,"positive,positive",positive
3609,"positive,positive",positive
3610,"neutral,neutral",neutral
3611,"neutral,negative",negative
3612,"neutral,positive",positive
3613,"neutral,neutral",neutral
3614,"positive,positive",positive
3615,"positive,positive",positive
3616,"positive,positive",positive
3617,"positive,positive",positive
3618,"positive,positive",positive
3619,"negative,neutral",negative
3620,"positive,positive",positive
3621,"positive,positive",positive
3622,"negative,negative",negative
3623,"negative,positive",negative
3624,"neutral,negative",negative
3625,"neutral,positive",positive
3626,"negative,positive",negative
3627,"negative,negative",negative
3628,"negative,negative",negative
3629,"neutral,negative",negative
3630,"neutral,positive",positive
3631,"neutral,negative",negative
3632,"neutral,positive",positive
3633,"neutral,positive",positive
3634,"neutral,positive",positive
3635,"neutral,negative",negative
3636,"neutral,negative",negative
3637,"neutral,positive",positive
3638,"neutral,negative",negative
3639,"neutral,positive",positive
3640,"neutral,positive",positive
3641,"neutral,positive",positive
3642,"positive,positive",positive
3643,"negative,positive",negative
3644,"negative,neutral",negative
3645,"negative,neutral",negative
3646,"positive,positive",positive
3647,"positive,positive",positive
3648,"neutral,negative",negative
3649,"positive,positive",positive
3650,"positive,neutral",positive
3651,"neutral,positive",positive
3652,"positive,positive",positive
3653,"positive,positive",positive
3654,"positive,positive",positive
3655,"positive,positive",positive
3656,"neutral,negative",negative
3657,"neutral,negative",negative
3658,"negative,positive",negative
3659,"negative,negative",negative
3660,"negative,positive",negative
3661,"neutral,neutral",neutral
3662,"positive,neutral",positive
3663,"negative,neutral",negative
3664,"negative,negative",negative
3665,"negative,negative",negative
3666,"neutral,neutral",neutral
3667,"neutral,positive",positive
3668,"positive,positive",positive
3669,"positive,positive",positive
3670,"positive,positive",positive
3671,"positive,positive",positive
3672,"positive,neutral",positive
3673,"positive,positive",positive
3674,"negative,negative",negative
3675,"negative,negative",negative
3676,"negative,negative",negative
3677,"neutral,positive",positive
3678,"neutral,positive",positive
3679,"negative,negative",negative
3680,"neutral,positive",positive
3681,"positive,neutral",positive
3682,"negative,negative",negative
3683,"negative,negative",negative
3684,"negative,neutral",negative
3685,"negative,negative",negative
3686,"positive,positive",positive
3687,"negative,negative",negative
3688,"negative,neutral",negative
3689,"negative,negative",negative
3690,"negative,negative",negative
3691,"negative,neutral",negative
3692,"negative,negative",negative
3693,"negative,negative",negative
3694,"negative,negative",negative
3695,"neutral,negative",negative
3696,"negative,negative",negative
3697,"negative,neutral",negative
3698,"positive,positive",positive
3699,"negative,negative",negative
3700,"positive,positive",positive
3701,"neutral,positive",positive
3702,"neutral,negative",negative
3703,"neutral,positive",positive
3704,"neutral,positive",positive
3705,"positive,positive",positive
3706,"negative,neutral",negative
3707,"negative,neutral",negative
3708,"neutral,negative",negative
3709,"neutral,positive",positive
3710,"positive,positive",positive
3711,"positive,positive",positive
3712,"neutral,positive",positive
3713,"positive,neutral",positive
3714,"positive,positive",positive
3715,"neutral,neutral",neutral
3716,"neutral,positive",positive
3717,"negative,negative",negative
3718,"negative,positive",negative
3719,"negative,neutral",negative
3720,"negative,negative",negative
3721,"negative,negative",negative
3722,"neutral,positive",positive
3723,"neutral,positive",positive
3724,"negative,negative",negative
3725,"neutral,positive",positive
3726,"neutral,negative",negative
3727,"neutral,positive",positive
3728,"negative,negative",negative
3729,"negative,negative",negative
3730,"neutral,positive",positive
3731,"neutral,positive",positive
3732,"neutral,negative",negative
3733,"neutral,positive",positive
3734,"neutral,positive",positive
3735,"neutral,positive",positive
3736,"neutral,negative",negative
3737,"negative,neutral",negative
3738,"neutral,negative",negative
3739,"positive,negative",positive
3740,"neutral,positive",positive
3741,"neutral,negative",negative
3742,"negative,negative",negative
3743,"negative,negative",negative
3744,"neutral,negative",negative
3745,"negative,negative",negative
3746,"negative,neutral",negative
3747,"negative,negative",negative
3748,"negative,neutral",negative
3749,"negative,positive",negative
3750,"negative,positive",negative
3751,"positive,positive",positive
3752,"positive,positive",positive
3753,"negative,neutral",negative
3754,"positive,positive",positive
3755,"neutral,positive",positive
3756,"positive,positive",positive
3757,"positive,positive",positive
3758,"positive,positive",positive
3759,"neutral,negative",negative
3760,"positive,neutral",positive
3761,"positive,positive",positive
3762,"positive,positive",positive
3763,"positive,positive",positive
3764,"positive,positive",positive
3765,"positive,neutral",positive
3766,"positive,neutral",positive
3767,"positive,positive",positive
3768,"neutral,positive",positive
3769,"positive,positive",positive
3770,"positive,positive",positive
3771,"neutral,positive",positive
3772,"negative,positive",negative
3773,"positive,positive",positive
3774,"neutral,negative",negative
3775,"negative,negative",negative
3776,"negative,positive",negative
3777,"negative,positive",negative
3778,"negative,negative",negative
3779,"neutral,positive",positive
3780,"neutral,positive",positive
3781,"neutral,positive",positive
3782,"neutral,positive",positive
3783,"neutral,positive",positive
3784,"neutral,positive",positive
3785,"neutral,positive",positive
3786,"negative,negative",negative
3787,"neutral,neutral",neutral
3788,"negative,negative",negative
3789,"neutral,positive",positive
3790,"neutral,negative",negative
3791,"neutral,positive",positive
3792,"neutral,positive",positive
3793,"neutral,neutral",neutral
3794,"neutral,positive",positive
3795,"neutral,positive",positive
3796,"neutral,negative",negative
3797,"negative,negative",negative
3798,"negative,positive",negative
3799,"negative,neutral",negative
3800,"neutral,positive",positive
3801,"negative,neutral",negative
3802,"negative,negative",negative
3803,"neutral,negative",negative
3804,"negative,negative",negative
3805,"negative,positive",negative
3806,"negative,neutral",negative
3807,"negative,negative",negative
3808,"neutral,positive",positive
3809,"neutral,positive",positive
3810,"negative,negative",negative
3811,"negative,negative",negative
3812,"neutral,positive",positive
3813,"negative,negative",negative
3814,"positive,neutral",positive
3815,"neutral,positive",positive
3816,"negative,neutral",negative
3817,"positive,positive",positive
3818,"neutral,positive",positive
3819,"neutral,negative",negative
3820,"neutral,neutral",neutral
3821,"positive,positive",positive
3822,"neutral,positive",positive
3823,"neutral,positive",positive
3824,"neutral,neutral",neutral
3825,"neutral,neutral",neutral
3826,"neutral,neutral",neutral
3827,"negative,negative",negative
3828,"neutral,neutral",neutral
3829,"neutral,neutral",neutral
3830,"neutral,neutral",neutral
3831,"neutral,neutral",neutral
3832,"neutral,neutral",neutral
3833,"positive,positive",positive
3834,"neutral,positive",positive
3835,"neutral,neutral",neutral
3836,"neutral,positive",positive
3837,"neutral,positive",positive
3838,"neutral,neutral",neutral
3839,"positive,positive",positive
3840,"neutral,neutral",neutral
3841,"neutral,positive",positive
3842,"neutral,neutral",neutral
3843,"neutral,positive",positive
3844,"neutral,positive",positive
3845,"neutral,neutral",neutral
3846,"neutral,neutral",neutral
3847,"negative,negative",negative
3848,"neutral,neutral",neutral
3849,"neutral,positive",positive
3850,"neutral,neutral",neutral
3851,"neutral,neutral",neutral
3852,"positive,neutral",positive
3853,"neutral,neutral",neutral
3854,"neutral,negative",negative
3855,"neutral,neutral",neutral
3856,"neutral,neutral",neutral
3857,"neutral,positive",positive
3858,"neutral,positive",positive
3859,"neutral,neutral",neutral
3860,"neutral,positive",positive
3861,"negative,positive",negative
3862,"neutral,neutral",neutral
3863,"neutral,positive",positive
3864,"neutral,neutral",neutral
3865,"negative,negative",negative
3866,"positive,neutral",positive
3867,"negative,neutral",negative
3868,"neutral,positive",positive
3869,"neutral,neutral",neutral
3870,"neutral,neutral",neutral
3871,"neutral,positive",positive
3872,"negative,negative",negative
3873,"neutral,positive",positive
3874,"neutral,positive",positive
3875,"positive,negative",positive
3876,"negative,negative",negative
3877,"neutral,positive",positive
3878,"neutral,positive",positive
3879,"negative,negative",negative
3880,"negative,neutral",negative
3881,"neutral,neutral",neutral
3882,"neutral,neutral",neutral
3883,"neutral,neutral",neutral
3884,"neutral,neutral",neutral
3885,"neutral,neutral",neutral
3886,"negative,neutral",negative
3887,"neutral,neutral",neutral
3888,"neutral,neutral",neutral
3889,"positive,positive",positive
3890,"neutral,neutral",neutral
3891,"neutral,neutral",neutral
3892,"neutral,positive",positive
3893,"neutral,negative",negative
3894,"neutral,negative",negative
3895,"neutral,negative",negative
3896,"neutral,negative",negative
3897,"neutral,negative",negative
3898,"neutral,negative",negative
3899,"neutral,negative",negative
3900,"neutral,negative",negative
3901,"neutral,negative",negative
3902,"neutral,positive",positive
3903,"negative,neutral",negative
3904,"neutral,positive",positive
3905,"negative,positive",negative
3906,"negative,neutral",negative
3907,"negative,neutral",negative
3908,"negative,neutral",negative
3909,"positive,neutral",positive
3910,"negative,neutral",negative
3911,"positive,positive",positive
3912,"neutral,negative",negative
3913,"positive,negative",positive
3914,"neutral,positive",positive
3915,"positive,positive",positive
3916,"neutral,positive",positive
3917,"negative,positive",negative
3918,"neutral,positive",positive
3919,"neutral,positive",positive
3920,"negative,negative",negative
3921,"positive,positive",positive
3922,"negative,negative",negative
3923,"neutral,negative",negative
3924,"negative,neutral",negative
3925,"neutral,negative",negative
3926,"neutral,neutral",neutral
3927,"neutral,positive",positive
3928,"neutral,negative",negative
3929,"positive,positive",positive
3930,"positive,negative",positive
3931,"neutral,negative",negative
3932,"neutral,positive",positive
3933,"neutral,positive",positive
3934,"neutral,negative",negative
3935,"negative,neutral",negative
3936,"negative,negative",negative
3937,"negative,negative",negative
3938,"negative,negative",negative
3939,"neutral,positive",positive
3940,"neutral,negative",negative
3941,"negative,negative",negative
3942,"negative,positive",negative
3943,"negative,negative",negative
3944,"neutral,negative",negative
3945,"negative,negative",negative
3946,"neutral,positive",positive
3947,"positive,positive",positive
3948,"positive,positive",positive
3949,"positive,positive",positive
3950,"neutral,negative",negative
3951,"neutral,negative",negative
3952,"positive,positive",positive
3953,"neutral,positive",positive
3954,"positive,positive",positive
3955,"positive,neutral",positive
3956,"positive,positive",positive
3957,"positive,positive",positive
3958,"neutral,positive",positive
3959,"neutral,positive",positive
3960,"neutral,positive",positive
3961,"neutral,positive",positive
3962,"neutral,negative",negative
3963,"positive,positive",positive
3964,"neutral,negative",negative
3965,"neutral,negative",negative
3966,"neutral,positive",positive
3967,"neutral,positive",positive
3968,"neutral,positive",positive
3969,"positive,positive",positive
3970,"positive,positive",positive
3971,"neutral,neutral",neutral
3972,"neutral,positive",positive
3973,"neutral,positive",positive
3974,"neutral,positive",positive
3975,"positive,positive",positive
3976,"positive,positive",positive
3977,"positive,positive",positive
3978,"neutral,positive",positive
3979,"positive,positive",positive
3980,"positive,neutral",positive
3981,"positive,neutral",positive
3982,"neutral,positive",positive
3983,"positive,positive",positive
3984,"positive,neutral",positive
3985,"negative,positive",negative
3986,"negative,positive",negative
3987,"positive,neutral",positive
3988,"neutral,positive",positive
3989,"positive,positive",positive
3990,"positive,positive",positive
3991,"neutral,positive",positive
3992,"positive,positive",positive
3993,"positive,positive",positive
3994,"positive,positive",positive
3995,"positive,neutral",positive
3996,"positive,positive",positive
3997,"positive,positive",positive
3998,"neutral,negative",negative
3999,"positive,positive",positive
4000,"positive,neutral",positive
4001,"neutral,positive",positive
4002,"neutral,negative",negative
4003,"neutral,positive",positive
4004,"neutral,negative",negative
4005,"negative,negative",negative
4006,"neutral,negative",negative
4007,"negative,negative",negative
4008,"neutral,positive",positive
4009,"negative,negative",negative
4010,"positive,positive",positive
4011,"negative,positive",negative
4012,"positive,positive",positive
4013,"negative,positive",negative
4014,"neutral,negative",negative
4015,"neutral,positive",positive
4016,"neutral,positive",positive
4017,"neutral,positive",positive
4018,"neutral,positive",positive
4019,"positive,neutral",positive
4020,"neutral,positive",positive
4021,"neutral,positive",positive
4022,"neutral,negative",negative
4023,"neutral,positive",positive
4024,"neutral,positive",positive
4025,"neutral,positive",positive
4026,"neutral,positive",positive
4027,"positive,positive",positive
4028,"positive,positive",positive
4029,"negative,negative",negative
4030,"negative,neutral",negative
4031,"negative,neutral",negative
4032,"positive,negative",positive
4033,"positive,neutral",positive
4034,"negative,neutral",negative
4035,"negative,neutral",negative
4036,"negative,neutral",negative
4037,"negative,negative",negative
4038,"negative,negative",negative
4039,"negative,neutral",negative
4040,"negative,neutral",negative
4041,"negative,neutral",negative
4042,"positive,neutral",positive
4043,"negative,neutral",negative
4044,"negative,negative",negative
4045,"positive,neutral",positive
4046,"positive,neutral",positive
4047,"negative,positive",negative
4048,"negative,positive",negative
4049,"positive,neutral",positive
4050,"positive,neutral",positive
4051,"positive,positive",positive
4052,"positive,positive",positive
4053,"positive,neutral",positive
4054,"positive,neutral",positive
4055,"positive,neutral",positive
4056,"positive,neutral",positive
4057,"positive,neutral",positive
4058,"positive,neutral",positive
4059,"positive,neutral",positive
4060,"positive,neutral",positive
4061,"positive,positive",positive
4062,"positive,neutral",positive
4063,"positive,positive",positive
4064,"positive,positive",positive
4065,"neutral,negative",negative
4066,"positive,positive",positive
4067,"positive,positive",positive
4068,"positive,neutral",positive
4069,"positive,neutral",positive
4070,"negative,negative",negative
4071,"negative,negative",negative
4072,"negative,negative",negative
4073,"negative,neutral",negative
4074,"positive,positive",positive
4075,"neutral,negative",negative
4076,"neutral,positive",positive
4077,"neutral,negative",negative
4078,"neutral,positive",positive
4079,"neutral,positive",positive
4080,"neutral,positive",positive
4081,"positive,positive",positive
4082,"neutral,positive",positive
4083,"negative,negative",negative
4084,"positive,neutral",positive
4085,"positive,neutral",positive
4086,"negative,neutral",negative
4087,"negative,negative",negative
4088,"neutral,neutral",neutral
4089,"negative,neutral",negative
4090,"neutral,negative",negative
4091,"positive,positive",positive
4092,"negative,negative",negative
4093,"positive,positive",positive
4094,"negative,positive",negative
4095,"negative,neutral",negative
4096,"neutral,negative",negative
4097,"negative,negative",negative
4098,"positive,positive",positive
4099,"negative,neutral",negative
4100,"negative,negative",negative
4101,"neutral,positive",positive
4102,"negative,negative",negative
4103,"neutral,positive",positive
4104,"neutral,negative",negative
4105,"negative,positive",negative
4106,"negative,positive",negative
4107,"negative,neutral",negative
4108,"negative,negative",negative
4109,"negative,positive",negative
4110,"negative,negative",negative
4111,"negative,neutral",negative
4112,"neutral,positive",positive
4113,"positive,positive",positive
4114,"positive,positive",positive
4115,"negative,positive",negative
4116,"negative,neutral",negative
4117,"negative,positive",negative
4118,"neutral,positive",positive
4119,"negative,positive",negative
4120,"neutral,negative",negative
4121,"neutral,negative",negative
4122,"neutral,positive",positive
4123,"negative,negative",negative
4124,"negative,negative",negative
4125,"negative,positive",negative
4126,"negative,negative",negative
4127,"negative,negative",negative
4128,"negative,negative",negative
4129,"negative,negative",negative
4130,"negative,negative",negative
4131,"neutral,positive",positive
4132,"positive,positive",positive
4133,"negative,neutral",negative
4134,"negative,negative",negative
4135,"neutral,negative",negative
4136,"negative,negative",negative
4137,"negative,positive",negative
4138,"negative,negative",negative
4139,"positive,positive",positive
4140,"negative,positive",negative
4141,"negative,negative",negative
4142,"negative,positive",negative
4143,"negative,negative",negative
4144,"neutral,positive",positive
4145,"positive,positive",positive
4146,"neutral,positive",positive
4147,"positive,neutral",positive
4148,"positive,neutral",positive
4149,"positive,neutral",positive
4150,"positive,positive",positive
4151,"positive,neutral",positive
4152,"positive,positive",positive
4153,"negative,neutral",negative
4154,"negative,neutral",negative
4155,"negative,negative",negative
4156,"neutral,negative",negative
4157,"negative,negative",negative
4158,"negative,negative",negative
4159,"neutral,negative",negative
4160,"negative,negative",negative
4161,"negative,neutral",negative
4162,"negative,neutral",negative
4163,"negative,negative",negative
